0.76,1.35,-0.41,65.31,259.73,215.91,40.77,-3.85,-43.95,93286
0.92,1.19,-0.36,65.31,259.73,215.91,38.76,-5.43,-31.01,93297
0.88,1.26,-0.35,65.31,259.73,215.91,36.68,-16.72,-27.89,93308
0.94,1.34,-0.37,65.31,259.73,215.91,39.25,-20.08,-32.29,93319
0.96,1.44,-0.32,64.12,262.11,213.61,38.82,-14.34,-34.30,93330
0.98,1.52,-0.26,64.12,262.11,213.61,35.71,-4.88,-38.76,93341
1.01,1.60,-0.24,64.12,262.11,213.61,28.26,2.08,-37.96,93352
1.01,1.65,-0.24,64.12,262.11,213.61,21.55,8.06,-34.00,93364
1.01,1.65,-0.25,64.12,262.11,213.61,16.05,8.97,-29.97,93376
1.02,1.66,-0.24,64.12,262.11,213.61,6.90,3.91,-25.57,93387
1.04,1.62,-0.25,64.12,262.11,213.61,-1.53,-3.30,-17.03,93398
0.99,1.60,-0.24,64.12,262.11,213.61,-5.25,-5.62,-19.29,93410
0.94,1.62,-0.24,64.12,262.11,213.61,-9.89,-5.62,-29.79,93421
0.93,1.57,-0.27,64.12,262.11,213.61,-9.46,-12.08,-30.94,93433
0.84,1.62,-0.20,64.12,262.11,213.61,-6.96,-13.31,-41.02,93444
0.96,1.57,-0.24,61.75,259.73,211.31,-7.08,-5.92,-37.48,93455-2.56,7.54,-3.18,62.94,208.50,230.84,47.85,64.09,29.60,180730
-2.45,7.53,-3.17,62.94,208.50,230.84,49.56,45.23,43.15,180741
-2.44,7.61,-3.13,62.94,208.50,230.84,34.42,139.53,37.48,180698
-2.54,7.59,-3.16,62.94,208.50,230.84,37.84,114.26,30.15,180708
-2.58,7.54,-3.23,62.94,208.50,230.84,41.69,86.30,28.20,180719
-2.37,7.54,-3.23,62.94,208.50,230.84,52.92,25.70,71.66,180762
-2.27,7.66,-3.13,62.94,208.50,230.84,55.05,17.76,85.14,180772
-2.21,7.65,-3.01,62.94,208.50,230.84,52.86,9.52,88.75,180782
-2.22,7.68,-2.85,62.94,208.50,230.84,45.72,5.49,86.98,180792
-2.16,7.65,-2.84,62.94,208.50,230.84,42.36,3.85,78.67,180803
-2.09,7.53,-2.78,62.94,208.50,230.84,40.65,10.56,69.15,180813
-2.02,7.36,-2.78,62.94,208.50,230.84,42.18,22.77,65.67,180823
-1.95,7.14,-2.93,62.94,208.50,230.84,48.16,38.21,71.53,180834
-1.96,7.14,-2.82,62.94,208.50,230.84,54.99,48.34,70.19,180845
-1.98,7.12,-2.89,62.94,208.50,230.84,45.29,55.24,49.38,180855
-2.09,7.17,-2.85,62.94,208.50,230.84,62.38,77.45,33.39,180865
-2.17,7.28,-2.72,62.94,208.50,230.84,65.80,95.15,9.89,180875
-2.15,7.36,-2.71,62.94,208.50,230.84,54.87,102.60,-2.62,180885
-2.18,7.37,-2.79,62.94,208.50,230.84,47.42,104.13,-1.65,180895
-2.25,7.39,-2.78,62.94,208.50,230.84,42.36,94.36,2.62,180905
-2.37,7.37,-2.87,62.94,208.50,230.84,35.95,89.11,5.49,180915
-2.43,7.41,-2.92,62.94,208.50,230.84,31.19,83.25,2.50,180926
-2.51,7.51,-2.93,62.94,208.50,230.84,25.27,76.60,3.91,180936
-2.55,7.62,-3.00,62.94,208.50,230.84,18.68,66.77,4.15,180946
-2.60,7.67,-2.99,62.94,208.50,230.84,15.56,62.07,8.06,180956
-2.55,7.70,-2.98,62.94,208.50,230.84,17.40,54.14,15.44,180966
-2.52,7.62,-2.96,62.94,208.50,230.84,13.06,51.27,23.07,180976
-2.45,7.61,-2.99,62.94,208.50,230.84,14.47,51.70,28.32,180986
-2.38,7.65,-3.00,62.94,208.50,230.84,9.40,53.59,38.64,180996
-2.35,7.66,-3.06,62.94,208.50,230.84,4.94,56.70,40.77,181008
-2.39,7.65,-2.96,62.94,208.50,230.84,4.88,64.39,42.48,181019
-2.36,7.61,-2.99,62.94,208.50,230.84,5.49,70.86,40.77,181030
-2.30,7.53,-3.01,62.94,208.50,230.84,8.30,68.97,39.92,181040
-2.28,7.48,-3.04,62.94,208.50,230.84,7.93,63.72,40.04,181050
-2.27,7.44,-3.04,62.94,208.50,230.84,9.89,56.76,42.85,181060
-2.26,7.43,-3.03,62.94,208.50,230.84,13.49,49.01,40.04,181071
-2.24,7.47,-3.03,62.94,208.50,230.84,14.77,43.88,34.36,181081
-2.22,7.46,-2.97,62.94,208.50,230.84,18.62,41.44,30.70,181091
-2.22,7.48,-2.95,62.94,208.50,230.84,22.03,42.91,20.39,181101
-2.14,7.39,-2.91,62.94,208.50,230.84,25.27,42.18,18.19,181112
-2.11,7.34,-2.83,62.94,208.50,230.84,25.63,40.04,12.76,181122
-2.19,7.28,-2.82,62.94,208.50,230.84,28.63,40.77,9.70,181132
-2.22,7.24,-2.81,62.94,208.50,230.84,31.80,34.67,4.27,181142
-2.22,7.24,-2.89,62.94,208.50,230.84,40.10,35.89,-3.11,181153
-2.29,7.23,-2.87,62.94,208.50,230.84,46.81,34.48,-12.33,181163
-2.29,7.29,-2.82,62.94,208.50,230.84,51.70,32.90,-20.32,181174
-2.35,7.33,-2.82,62.94,208.50,230.84,52.61,30.76,-23.50,181185
-2.29,7.34,-2.75,62.94,208.50,230.84,51.03,22.16,-25.51,181195
-2.31,7.34,-2.71,62.94,208.50,230.84,48.40,24.23,-27.10,181205
-2.34,7.33,-2.72,62.94,208.50,230.84,50.35,32.47,-26.43,181215
-2.42,7.29,-2.70,62.94,208.50,230.84,51.39,36.87,-28.93,181226
-2.46,7.25,-2.80,62.94,208.50,230.84,49.62,46.02,-27.77,181236
-2.53,7.27,-2.80,62.94,208.50,230.84,51.82,51.70,-26.49,181246
-2.60,7.31,-2.79,62.94,208.50,230.84,50.48,46.81,-23.62,181256
-2.65,7.35,-2.87,62.94,208.50,230.84,45.29,36.87,-19.47,181267
-2.71,7.37,-2.87,62.94,208.50,230.84,39.43,19.47,-17.21,181277
-2.79,7.44,-2.86,62.94,208.50,230.84,37.17,10.13,-18.25,181287
-2.78,7.45,-2.80,62.94,208.50,230.84,31.80,2.26,-20.75,181297
-2.69,7.43,-2.74,62.94,208.50,230.84,24.72,2.38,-23.86,181307
-2.54,7.36,-2.73,62.94,208.50,230.84,18.55,9.58,-24.96,181318
-2.54,7.29,-2.80,62.94,208.50,230.84,14.83,27.47,-20.20,181329
-2.52,7.28,-2.87,62.94,208.50,230.84,13.98,49.62,-16.36,181339
-2.49,7.31,-2.99,62.94,208.50,230.84,15.14,56.95,-11.29,181350
-2.49,7.33,-2.93,62.94,208.50,230.84,14.47,52.19,-11.96,181360
-2.53,7.36,-2.89,62.94,208.50,230.84,10.13,60.12,-15.50,181370
-2.65,7.33,-2.83,62.94,208.50,230.84,12.21,68.91,-19.90,181380
-2.71,7.29,-2.90,62.94,208.50,230.84,8.61,70.07,-30.58,181390
-2.68,7.24,-3.03,62.94,208.50,230.84,4.09,62.44,-35.58,181400
-2.70,7.29,-3.02,62.94,208.50,230.84,0.85,45.17,-31.62,181410
-2.62,7.38,-3.09,62.94,208.50,230.84,0.06,29.42,-20.32,181421
-2.55,7.44,-3.07,62.94,208.50,230.84,0.00,20.02,-12.82,181431
-2.51,7.48,-3.07,62.94,208.50,230.84,-3.42,17.46,-2.62,181441
-2.41,7.51,-2.98,62.94,208.50,230.84,-12.51,20.45,4.09,181451
-2.32,7.49,-2.90,62.94,208.50,230.84,-15.44,20.94,6.65,181462
-2.28,7.40,-2.87,62.94,208.50,230.84,-19.23,24.72,9.03,181472
-2.20,7.31,-2.85,62.94,208.50,230.84,-24.90,28.14,13.24,181482
-2.15,7.31,-2.90,62.94,208.50,230.84,-24.84,29.85,15.63,181492
-2.12,7.32,-2.97,62.94,208.50,230.84,-21.24,21.85,18.13,181503
-2.11,7.27,-2.92,62.94,208.50,230.84,-14.59,14.40,13.31,181513
-2.06,7.23,-2.86,62.94,208.50,230.84,-15.69,11.54,10.56,181523
-2.06,7.22,-2.81,62.94,208.50,230.84,-15.26,13.31,5.19,181533
-2.10,7.23,-2.72,62.94,208.50,230.84,-21.00,10.38,-1.53,181544
-2.09,7.16,-2.80,62.94,208.50,230.84,-15.99,15.63,-8.97,181554
-2.11,7.16,-2.72,62.94,208.50,230.84,-17.58,10.38,-15.50,181564
-2.16,7.20,-2.77,62.94,208.50,230.84,-17.64,8.61,-20.81,181575
-2.24,7.22,-2.77,62.94,208.50,230.84,-10.80,4.88,-24.05,181585
-2.27,7.23,-2.80,62.94,208.50,230.84,-8.85,2.26,-28.44,181595
-2.33,7.16,-2.85,62.94,208.50,230.84,-2.93,-0.55,-31.56,181605
-2.38,7.14,-2.86,62.94,208.50,230.84,3.48,0.31,-30.15,181616
-2.42,7.12,-2.82,62.94,208.50,230.84,8.18,0.73,-29.36,181626
-2.44,7.10,-2.85,62.94,208.50,230.84,13.31,4.52,-26.43,181636
-2.55,7.18,-2.86,62.94,208.50,230.84,20.20,9.52,-24.78,181646
-2.57,7.21,-2.97,62.94,208.50,230.84,27.53,9.46,-19.41,181657
-2.59,7.20,-2.95,62.94,208.50,230.84,33.81,6.65,-16.60,181667
-2.59,7.18,-2.87,62.94,208.50,230.84,38.64,5.19,-5.98,181677
-2.55,7.19,-2.91,62.94,208.50,230.84,39.37,10.38,7.14,181687
-2.54,7.20,-2.89,62.94,208.50,230.84,40.83,14.16,20.45,181698
-2.52,7.15,-2.87,62.94,208.50,230.84,44.43,14.22,30.64,181708
-2.52,7.16,-2.90,62.94,208.50,230.84,49.74,17.21,41.20,181718
-2.46,7.16,-2.92,62.94,208.50,230.84,51.57,17.33,53.83,181728
-2.47,7.18,-2.91,62.94,208.50,230.84,54.26,13.49,63.84,181738
-2.47,7.21,-2.89,62.94,208.50,230.84,55.42,7.20,72.69,181748
-2.47,7.24,-2.85,62.94,208.50,230.84,55.73,-0.37,78.67,181759
-2.39,7.22,-2.89,62.94,208.50,230.84,56.15,-14.22,82.46,181770
-2.40,7.24,-2.86,62.94,208.50,230.84,47.97,-21.06,78.98,181780
-2.33,7.22,-2.90,62.94,208.50,230.84,45.90,-22.16,79.47,181790
-2.29,7.27,-2.93,62.94,208.50,230.84,47.18,-27.59,72.81,181800
-2.24,7.33,-2.88,62.94,208.50,230.84,42.11,-29.91,64.03,181810
-2.19,7.36,-2.87,62.94,208.50,230.84,42.05,-20.69,54.75,181820
-2.20,7.38,-2.96,62.94,208.50,230.84,39.43,-7.32,47.06,181831
-2.19,7.36,-2.93,62.94,208.50,230.84,35.22,4.46,37.48,181841
-2.19,7.35,-2.96,62.94,208.50,230.84,33.69,11.41,27.71,181851
-2.22,7.36,-3.08,62.94,208.50,230.84,34.42,23.56,21.06,181862
-2.20,7.44,-3.06,62.94,208.50,230.84,32.96,26.73,13.49,181872
-2.16,7.43,-3.06,62.94,208.50,230.84,31.43,16.48,2.99,181882
-2.10,7.43,-2.98,62.94,208.50,230.84,27.77,11.47,-2.08,181892
-2.04,7.38,-2.98,62.94,208.50,230.84,23.19,18.98,-7.14,181903
-2.12,7.31,-2.96,62.94,208.50,230.84,22.28,30.76,-16.05,181914
-2.07,7.21,-3.00,62.94,208.50,230.84,20.45,36.32,-24.48,181924
-2.03,7.16,-3.02,62.94,208.50,230.84,20.02,36.99,-27.83,181934
-2.03,7.10,-3.02,62.94,208.50,230.84,24.35,39.37,-29.17,181944
-2.09,7.10,-2.97,62.94,208.50,230.84,23.44,42.36,-32.59,181955
-2.12,7.09,-2.91,62.94,208.50,230.84,21.18,47.79,-35.16,181965
-2.17,7.05,-2.90,62.94,208.50,230.84,19.04,48.16,-41.20,181975
-2.19,7.01,-2.93,62.94,208.50,230.84,18.49,42.97,-44.07,181985
-2.25,6.97,-2.91,62.94,208.50,230.84,20.39,42.30,-45.53,181995
-2.25,6.93,-2.90,62.94,208.50,230.84,23.32,39.37,-46.14,182005
-2.19,6.91,-2.96,62.94,208.50,230.84,22.28,40.10,-40.53,182015
-2.24,6.92,-2.94,62.94,208.50,230.84,22.58,39.43,-31.43,182025
-2.28,6.94,-2.95,62.94,208.50,230.84,21.55,42.18,-26.98,182035
-2.36,7.05,-3.00,62.94,208.50,230.84,25.88,41.08,-24.66,182045
-2.36,7.16,-3.02,62.94,208.50,230.84,26.06,37.23,-23.32,182055
-2.41,7.17,-2.95,62.94,208.50,230.84,20.39,31.68,-24.60,182065
