1.07,0.74,-0.33,-34.44,197.77,384.73,7.75,2.81,5.86,17049
1.10,0.73,-0.34,-34.44,197.77,384.73,7.93,2.14,6.65,17061
1.09,0.74,-0.34,-34.44,197.77,384.73,8.42,5.19,7.32,17072
1.08,0.73,-0.32,-34.44,197.77,384.73,9.03,6.71,6.84,17084
1.06,0.73,-0.31,-34.44,197.77,384.73,8.24,5.43,5.07,17095
1.03,0.72,-0.31,-34.44,197.77,384.73,8.06,3.48,2.56,17106
1.03,0.70,-0.31,-34.44,197.77,384.73,8.36,1.04,0.37,17117
1.04,0.69,-0.31,-34.44,197.77,384.73,7.45,-2.69,0.00,17129
1.05,0.69,-0.31,-34.44,197.77,384.73,7.02,-5.19,-0.79,17140
1.07,0.69,-0.33,-34.44,197.77,384.73,7.51,-3.85,-1.46,17151
1.07,0.68,-0.34,-34.44,197.77,384.73,9.09,-2.14,-1.83,17163
1.07,0.69,-0.33,-34.44,197.77,384.73,9.34,0.73,-3.11,17174
1.07,0.70,-0.33,-34.44,197.77,384.73,9.09,2.20,-4.33,17185
1.07,0.70,-0.32,-34.44,197.77,384.73,7.87,1.53,-4.64,17196
1.07,0.71,-0.32,-34.44,197.77,384.73,5.37,-0.24,-4.52,17207
1.07,0.71,-0.33,-34.44,197.77,384.73,3.66,-1.40,-4.52,17218
1.07,0.70,-0.34,-34.44,197.77,384.73,2.26,-2.32,-4.58,17229
1.08,0.70,-0.35,-34.44,197.77,384.73,1.53,-2.20,-5.37,17240
1.09,0.69,-0.38,-34.44,197.77,384.73,1.22,-1.28,-5.19,17251
1.09,0.69,-0.38,-34.44,197.77,384.73,1.34,-0.73,-4.21,17262
1.08,0.70,-0.36,-34.44,197.77,384.73,0.98,-0.24,-4.21,17273
1.08,0.70,-0.36,-34.44,197.77,384.73,0.79,-1.10,-5.62,17284
1.10,0.68,-0.36,-34.44,197.77,388.17,0.18,-2.26,-5.92,17296
1.10,0.69,-0.35,-34.44,197.77,388.17,-1.65,-1.53,-5.68,17308
1.09,0.71,-0.36,-34.44,197.77,388.17,-3.05,0.55,-5.25,17319
1.09,0.70,-0.39,-34.44,197.77,388.17,-3.11,2.20,-6.04,17330
1.09,0.69,-0.40,-34.44,197.77,388.17,-1.16,3.78,-7.32,17343
1.09,0.67,-0.39,-34.44,197.77,388.17,-0.31,6.10,-7.63,17354
1.08,0.67,-0.37,-34.44,197.77,388.17,-0.18,6.10,-7.75,17365
1.07,0.68,-0.36,-34.44,197.77,388.17,-0.31,4.27,-7.32,17377
1.06,0.68,-0.35,-34.44,197.77,388.17,-0.73,1.28,-6.96,17388
1.06,0.68,-0.35,-34.44,197.77,388.17,-1.04,-1.71,-7.63,17399
1.07,0.67,-0.35,-34.44,197.77,388.17,-0.85,-3.60,-8.36,17410
1.10,0.67,-0.34,-36.81,200.16,384.73,-1.04,-3.54,-8.54,17421
1.11,0.71,-0.33,-36.81,200.16,384.73,-3.66,-4.46,-8.54,17433
1.12,0.69,-0.35,-36.81,200.16,384.73,-1.53,-4.33,-9.22,17445
1.12,0.66,-0.34,-36.81,200.16,384.73,2.44,-0.24,-9.95,17456
1.13,0.63,-0.32,-36.81,200.16,384.73,4.15,2.81,-10.44,17468
1.12,0.66,-0.31,-36.81,200.16,384.73,3.72,2.32,-10.25,17479
1.11,0.68,-0.33,-36.81,200.16,384.73,4.94,-0.37,-9.16,17490
1.10,0.67,-0.35,-36.81,200.16,384.73,6.96,-3.48,-8.61,17502
1.12,0.65,-0.34,-36.81,200.16,384.73,8.36,-6.41,-8.79,17513
1.14,0.64,-0.35,-36.81,200.16,384.73,10.07,-7.39,-8.54,17524
1.16,0.66,-0.37,-36.81,200.16,384.73,12.63,-6.47,-8.36,17535
1.18,0.68,-0.36,-38.00,198.96,385.88,15.50,-4.70,-8.79,17546
1.17,0.69,-0.35,-38.00,198.96,385.88,17.27,-2.14,-9.28,17557
1.15,0.71,-0.33,-38.00,198.96,385.88,18.68,-0.49,-10.44,17568
1.14,0.73,-0.31,-38.00,198.96,385.88,18.19,-0.43,-11.66,17579
1.12,0.73,-0.29,-38.00,198.96,385.88,17.58,-1.77,-13.61,17591
1.12,0.73,-0.29,-38.00,198.96,385.88,16.17,-3.91,-15.26,17602
1.13,0.72,-0.28,-38.00,198.96,385.88,15.63,-5.31,-16.05,17613
